ID,Latitude,Longitude,variable,,,,
USC00049473,36.9308,-121.7692,SNOW,1909,2010,,
USC00050776,37.4786,-105.5717,TMAX,1909,2010,,
USC00050776,37.4786,-105.5717,TMIN,1909,2010,,
USC00050776,37.4786,-105.5717,TOBS,1909,2010,,
USC00200718,46.5869,-89.5475,PRCP,1888,2020,,
USC00050776,37.4786,-105.5717,SNOW,1909,2010,,
USC00050776,37.4786,-105.5717,SNWD,1909,2010,,
USC00057950,40.6278,-103.2083,TMAX,1909,2010,,
USC00057950,40.6278,-103.2083,TMIN,1909,2010,,
USC00057950,40.6278,-103.2083,TOBS,1909,2010,,
USC00057950,40.6278,-103.2083,SNWD,1909,2010,,
USC00057950,40.6278,-103.2083,WT11,1909,2010,,
USC00103760,43.0175,-116.1772,TMAX,1909,2010,,
USC00103760,43.0175,-116.1772,TMIN,1909,2010,,
USC00103760,43.0175,-116.1772,TOBS,1909,2010,,
USC00200770,46.8325,-87.7503,PRCP,1945,2020,,
USC00103760,43.0175,-116.1772,SNOW,1909,2010,,
USC00103760,43.0175,-116.1772,SNWD,1909,2010,,
USC00160007,29.9689,-92.1169,SNWD,1909,2010,,
USC00242221,46.0264,-114.1764,SNWD,1909,2010,,
USC00291000,36.3119,-105.2692,SNOW,1909,2010,,
USC00291000,36.3119,-105.2692,SNWD,1909,2010,,
USC00310674,35.5731,-76.5847,SNWD,1909,2010,,
USC00346926,34.7253,-97.2814,WT05,1909,2010,,
USC00390236,43.03,-103.66,WT01,1909,2010,,
USC00410235,29.7878,-94.6342,SNOW,1909,2010,,
USC00410235,29.7878,-94.6342,SNWD,1909,2010,,
USC00411063,33.2064,-97.7761,SNOW,1909,2010,,
USC00414705,32.5589,-96.2725,MDPR,1909,2010,,
USC00417951,31.5192,-94.1186,SNOW,1909,2010,,
USC00417951,31.5192,-94.1186,SNWD,1909,2010,,
USC00516933,21.3386,-157.8367,SNOW,1909,2010,,
USW00023051,36.4486,-103.1539,WT07,1909,2010,,
USC00200779,43.7072,-85.4822,PRCP,1896,2020,,
USW00023058,31.8297,-107.6389,SNOW,1909,2010,,
USW00023058,31.8297,-107.6389,SNWD,1909,2010,,
USW00024285,44.6431,-124.0556,SNWD,1909,2010,,
USC00013573,34.3344,-86.3297,TMAX,1910,2020,,
USC00013573,34.3344,-86.3297,TMIN,1910,2020,,
USC00013573,34.3344,-86.3297,TOBS,1910,2020,,
USC00013573,34.3344,-86.3297,SNOW,1910,2020,,
USC00029156,35.1722,-111.5097,TMAX,1910,2020,,
USC00029156,35.1722,-111.5097,TMIN,1910,2020,,
USC00029156,35.1722,-111.5097,TOBS,1910,2020,,
USC00200864,42.3839,-85.9625,PRCP,1904,2020,,
USC00029156,35.1722,-111.5097,SNOW,1910,2020,,
USC00029156,35.1722,-111.5097,SNWD,1910,2020,,
USC00036928,35.3028,-93.6369,TOBS,1910,2020,,
USC00038052,35.2547,-90.7964,WT03,1910,2020,,
USC00200925,45.1672,-84.9139,PRCP,1961,2020,,
USC00043939,37.9614,-119.7831,TMAX,1910,2020,,
USC00043939,37.9614,-119.7831,TMIN,1910,2020,,
USC00043939,37.9614,-119.7831,TOBS,1910,2020,,
USC00201052,43.2172,-82.9906,PRCP,1892,2011,,
USC00043939,37.9614,-119.7831,SNOW,1910,2020,,
USC00043939,37.9614,-119.7831,SNWD,1910,2020,,
USC00045449,41.2514,-122.1383,TMAX,1910,2020,,
USC00045449,41.2514,-122.1383,TMIN,1910,2020,,
USC00046377,33.2097,-117.395,TMAX,1910,2020,,
USC00046377,33.2097,-117.395,TMIN,1910,2020,,
USC00048758,39.1678,-120.1428,TOBS,1910,2020,,
USC00048839,35.0233,-118.7497,TOBS,1910,2020,,
USC00048999,37.6819,-121.3467,SNOW,1910,2020,,
USC00051959,38.8739,-106.9772,TMAX,1910,2020,,
USC00051959,38.8739,-106.9772,TMIN,1910,2020,,
USC00052281,39.6261,-106.0353,TMAX,1910,2020,,
USC00052281,39.6261,-106.0353,TMIN,1910,2020,,
USC00052281,39.6261,-106.0353,TOBS,1910,2020,,
USC00057618,39.5703,-107.2267,TMAX,1910,2020,,
USC00057618,39.5703,-107.2267,TMIN,1910,2020,,
USC00201299,43.4839,-83.3919,PRCP,1928,2020,,
USC00057618,39.5703,-107.2267,SNOW,1910,2020,,
USC00057618,39.5703,-107.2267,SNWD,1910,2020,,
USC00103448,44.1011,-115.9694,TOBS,1910,2020,,
USC00105462,43.9178,-113.6153,TOBS,1910,2020,,
USC00107673,43.0517,-114.155,TMAX,1910,2020,,
USC00107673,43.0517,-114.155,TMIN,1910,2020,,
USC00107673,43.0517,-114.155,TOBS,1910,2020,,
USC00201361,43.5861,-83.1805,PRCP,1959,2020,,
USC00107673,43.0517,-114.155,SNOW,1910,2020,,
USC00107673,43.0517,-114.155,SNWD,1910,2020,,
USC00108137,48.2942,-116.5628,TMAX,1910,2020,,
USC00108137,48.2942,-116.5628,TMIN,1910,2020,,
USC00201439,46.5192,-87.9858,PRCP,1949,2010,,
USC00108137,48.2942,-116.5628,SNOW,1910,2020,,
USC00108137,48.2942,-116.5628,SNWD,1910,2020,,
USC00111265,37.7308,-89.1658,WT03,1910,2020,,
USC00111265,37.7308,-89.1658,WT04,1910,2020,,
USC00201468,45.3172,-85.2672,PRCP,1891,2020,,
USC00111743,40.1375,-88.9675,SNOW,1910,2020,,
USC00111743,40.1375,-88.9675,SNWD,1910,2020,,
USC00113335,41.1739,-90.035,DAPR,1910,2020,,
USC00113335,41.1739,-90.035,MDPR,1910,2020,,
USC00120676,40.6683,-84.93,TMAX,1910,2020,,
USC00120676,40.6683,-84.93,TMIN,1910,2020,,
USC00120676,40.6683,-84.93,TOBS,1910,2020,,
USC00201476,42.5503,-84.8258,PRCP,1902,2020,,
USC00120676,40.6683,-84.93,SNOW,1910,2020,,
USC00120676,40.6683,-84.93,SNWD,1910,2020,,
USC00129430,40.475,-86.9919,WT03,1910,2020,,
USC00141704,37.2733,-99.3289,TOBS,1910,2020,,
USC00147542,39.7772,-98.7783,TMAX,1910,2020,,
USC00201492,45.6528,-84.4725,PRCP,1891,2020,,
USC00147542,39.7772,-98.7783,SNOW,1910,2020,,
USC00147542,39.7772,-98.7783,SNWD,1910,2020,,
USC00148535,38.9111,-101.5853,WT01,1910,2020,,
USC00194711,41.8819,-70.9086,WT11,1910,2020,,
USC00200864,42.3839,-85.9625,WT01,1910,2020,,
USC00201502,42.3264,-84.0133,PRCP,1978,2020,,
USC00201522,43.1936,-84.1114,PRCP,1910,2020,,
USC00222773,34.1606,-89.9019,SNOW,1910,2020,,
USC00222773,34.1606,-89.9019,SNWD,1910,2020,,
USC00227921,34.6314,-89.9592,SNWD,1910,2020,,
USC00201675,41.9622,-84.9925,PRCP,1897,2020,,
USC00236563,40.0147,-94.1294,SNOW,1910,2020,,
USC00236563,40.0147,-94.1294,WT01,1910,2020,,
USC00245020,47.9578,-115.2144,TMAX,1910,2020,,
USC00245020,47.9578,-115.2144,TMIN,1910,2020,,
USC00201780,47.4678,-87.8672,PRCP,1948,2020,,
USC00245020,47.9578,-115.2144,SNOW,1910,2020,,
USC00245020,47.9578,-115.2144,SNWD,1910,2020,,
USC00246601,46.4178,-104.5164,TMAX,1910,2020,,
USC00246601,46.4178,-104.5164,TMIN,1910,2020,,
USC00246601,46.4178,-104.5164,TOBS,1910,2020,,
USC00201896,45.6414,-85.0142,PRCP,1953,2020,,
USC00246601,46.4178,-104.5164,SNOW,1910,2020,,
USC00246601,46.4178,-104.5164,SNWD,1910,2020,,
USC00247261,46.2986,-109.2561,TOBS,1910,2020,,
USC00247560,47.7283,-104.1467,TMAX,1910,2020,,
USC00247560,47.7283,-104.1467,TMIN,1910,2020,,
USC00247560,47.7283,-104.1467,TOBS,1910,2020,,
USC00202015,42.3194,-83.2378,PRCP,1952,2020,,
USC00247560,47.7283,-104.1467,SNOW,1910,2020,,
USC00247560,47.7283,-104.1467,SNWD,1910,2020,,
USC00248498,47.3392,-108.4992,SNWD,1910,2020,,
USC00251415,40.2847,-100.1433,WT01,1910,2020,,
USC00202094,45.9983,-83.9014,PRCP,1900,2020,,
USC00255840,40.2028,-98.0633,SNOW,1910,2020,,
USC00255840,40.2028,-98.0633,SNWD,1910,2020,,
USC00202250,41.9856,-86.1319,PRCP,1953,2020,,
USC00260438,40.7808,-115.1853,SNOW,1910,2020,,
USC00291630,36.7408,-105.5956,TMAX,1910,2020,,
USC00291630,36.7408,-105.5956,TMIN,1910,2020,,
USC00202381,45.1519,-85.1322,PRCP,1926,2020,,
USC00291630,36.7408,-105.5956,SNOW,1910,2020,,
USC00291630,36.7408,-105.5956,SNWD,1910,2020,,
USC00294369,35.7783,-106.6872,TMAX,1910,2020,,
USC00294369,35.7783,-106.6872,TMIN,1910,2020,,
USC00294369,35.7783,-106.6872,TOBS,1910,2020,,
USC00202395,42.6742,-84.485,PRCP,1957,2010,,
USC00294369,35.7783,-106.6872,SNOW,1910,2020,,
USC00294369,35.7783,-106.6872,SNWD,1910,2020,,
USC00202423,44.2839,-83.5036,PRCP,1890,2020,,
USC00295084,35.8644,-106.3214,SNOW,1910,2020,,
USC00295084,35.8644,-106.3214,SNWD,1910,2020,,
USC00202437,42.5175,-84.6531,PRCP,1905,2020,,
USC00296619,36.2994,-103.7408,SNOW,1910,2020,,
USC00296619,36.2994,-103.7408,SNWD,1910,2020,,
USC00202445,42.0153,-86.243,PRCP,1924,2014,,
USC00319147,35.4867,-82.9681,WT01,1910,2020,,
USC00333375,40.1033,-84.6503,WT03,1910,2020,,
USC00336645,40.1525,-84.2372,SNOW,1910,2020,,
USC00343628,36.5914,-101.6181,TMAX,1910,2020,,
USC00343628,36.5914,-101.6181,TMIN,1910,2020,,
USC00343628,36.5914,-101.6181,TOBS,1910,2020,,
USC00202631,43.6156,-83.845,PRCP,1978,2010,,
USC00343628,36.5914,-101.6181,SNOW,1910,2020,,
USC00343628,36.5914,-101.6181,SNWD,1910,2020,,
USC00351862,44.6342,-123.19,EVAP,1910,2020,,
USC00363028,41.4003,-79.8306,WT01,1910,2020,,
USC00202851,43.0378,-83.7694,PRCP,1948,2020,,
USC00202984,44.6481,-86.21,PRCP,1898,2020,,
USC00368596,41.0147,-75.2069,SNOW,1910,2020,,
USC00368596,41.0147,-75.2069,SNWD,1910,2020,,
USC00381462,34.8572,-80.9133,WT01,1910,2020,,
USC00381588,34.7028,-79.8822,SNWD,1910,2020,,
USC00398472,42.9919,-97.8703,WT04,1910,2020,,
USC00399367,43.3686,-99.8403,TMAX,1910,2020,,
USC00399367,43.3686,-99.8403,TMIN,1910,2020,,
USC00399367,43.3686,-99.8403,TOBS,1910,2020,,
USC00203096,45.0333,-84.7114,PRCP,1893,2020,,
USC00399367,43.3686,-99.8403,SNOW,1910,2020,,
USC00399367,43.3686,-99.8403,SNWD,1910,2020,,
USC00203295,43.0608,-86.2047,PRCP,1948,2020,,
USC00203306,42.7631,-84.7622,PRCP,1948,2020,,
USC00414570,33.2542,-100.5731,SNOW,1910,2020,,
USC00414570,33.2542,-100.5731,SNWD,1910,2020,,
USC00203327,42.9667,-85.6833,PRCP,1905,2020,,
USC00415579,30.1925,-103.2717,TOBS,1910,2020,,
USC00415891,32.0186,-102.0258,TOBS,1910,2020,,
USC00203391,44.6547,-84.6997,PRCP,1891,2020,,
USC00417206,33.1986,-101.3744,SNOW,1910,2020,,
USC00417206,33.1986,-101.3744,SNWD,1910,2020,,
USC00203429,43.2025,-85.2422,PRCP,1912,2020,,
USC00417951,31.5192,-94.1186,WT01,1910,2020,,
USC00203477,42.4078,-82.8892,PRCP,1950,2020,,
USC00425377,40.99,-109.7258,SNOW,1910,2020,,
USC00425377,40.99,-109.7258,SNWD,1910,2020,,
USC00425837,39.5267,-111.5872,TMAX,1910,2020,,
USC00425837,39.5267,-111.5872,TMIN,1910,2020,,
USC00425837,39.5267,-111.5872,TOBS,1910,2020,,
USC00429595,41.525,-111.1494,TOBS,1910,2020,,
USC00449263,38.8969,-78.4678,WT01,1910,2020,,
USC00454486,47.3767,-121.9614,SNWD,1910,2020,,
USC00455659,45.9997,-121.5403,SNWD,1910,2020,,
USC00476398,45.9336,-90.4506,TMAX,1910,2020,,
USC00476398,45.9336,-90.4506,TMIN,1910,2020,,
USC00476398,45.9336,-90.4506,TOBS,1910,2020,,
USC00203504,42.3942,-85.385,PRCP,1929,2020,,
USC00476398,45.9336,-90.4506,SNOW,1910,2020,,
USC00476398,45.9336,-90.4506,SNWD,1910,2020,,
USC00203529,44.4633,-83.7217,PRCP,1913,2020,,
USC00476518,46.0664,-89.0753,SNOW,1910,2020,,
USC00476518,46.0664,-89.0753,SNWD,1910,2020,,
USC00476678,43.73,-87.9714,TMAX,1910,2020,,
USC00476678,43.73,-87.9714,TMIN,1910,2020,,
USC00476678,43.73,-87.9714,TOBS,1910,2020,,
USC00203585,43.8322,-82.6428,PRCP,1899,2020,,
USC00476678,43.73,-87.9714,SNOW,1910,2020,,
USW00013891,35.8181,-83.9858,TMAX,1910,2020,,
USW00013891,35.8181,-83.9858,TMIN,1910,2020,,
USC00203628,44.6819,-83.2808,PRCP,1971,2020,,
USW00013891,35.8181,-83.9858,SNOW,1910,2020,,
USW00013891,35.8181,-83.9858,SNWD,1910,2020,,
USW00013977,33.4536,-94.0075,WT01,1910,2020,,
USW00023170,38.3706,-110.7153,TMAX,1910,2020,,
USW00023170,38.3706,-110.7153,TMIN,1910,2020,,
USC00203632,43.6747,-86.4239,PRCP,1893,2020,,
USW00023170,38.3706,-110.7153,SNWD,1910,2020,,
USW00023258,37.6242,-120.9506,SNOW,1910,2020,,
USW00024121,40.8289,-115.7886,WT08,1910,2020,,
USW00025325,55.3567,-131.7117,TMAX,1910,2020,,
USW00025325,55.3567,-131.7117,TMIN,1910,2020,,
USC00203661,42.6419,-85.2881,PRCP,1893,2020,,
USW00093986,34.9894,-99.0525,TMAX,1910,2020,,
USW00093986,34.9894,-99.0525,TMIN,1910,2020,,
USC00203744,46.6653,-88.3772,PRCP,1968,2020,,
USW00093986,34.9894,-99.0525,SNOW,1910,2020,,
USW00093986,34.9894,-99.0525,SNWD,1910,2020,,
USC00054945,40.5147,-102.9906,WT03,1910,2019,,
USC00057936,40.4883,-106.8233,DAPR,1910,2019,,
USC00057936,40.4883,-106.8233,MDPR,1910,2019,,
USC00058429,37.1786,-104.4869,WT11,1910,2019,,
USC00114108,39.1611,-89.4919,DAPR,1910,2019,,
USC00114108,39.1611,-89.4919,MDPR,1910,2019,,
USC00143855,37.1639,-101.34,WT01,1910,2019,,
USC00205662,43.5858,-84.7694,WT03,1910,2019,,
USC00214233,47.9422,-94.4553,TOBS,1910,2019,,
USC00221707,34.1864,-90.5572,WT01,1910,2019,,
USC00221865,31.2503,-89.8361,SNWD,1910,2019,,
USC00203769,43.5908,-86.1056,PRCP,1894,2014,,
USC00241231,47.4647,-107.3114,SNOW,1910,2019,,
USC00241231,47.4647,-107.3114,SNWD,1910,2019,,
USC00315838,35.7297,-81.6728,WT03,1910,2019,,
USC00374266,41.4903,-71.5431,WT03,1910,2019,,
USC00411250,30.7586,-98.2339,WT11,1910,2019,,
USC00413992,33.1644,-99.7389,WT06,1910,2019,,
USC00414098,34.8172,-102.4003,WT05,1910,2019,,
USC00415013,32.7228,-101.9456,SNOW,1910,2019,,
USC00415013,32.7228,-101.9456,SNWD,1910,2019,,
USC00415579,30.1925,-103.2717,DAPR,1910,2019,,
USC00415579,30.1925,-103.2717,MDPR,1910,2019,,
USC00418081,27.2169,-97.6956,TMAX,1910,2019,,
USC00418081,27.2169,-97.6956,TMIN,1910,2019,,
USC00418081,27.2169,-97.6956,TOBS,1910,2019,,
USC00425186,41.7456,-111.8033,WT01,1910,2019,,
USC00425186,41.7456,-111.8033,WT03,1910,2019,,
USC00457773,47.5414,-121.8361,SNWD,1910,2019,,
USC00026865,33.665,-114.2272,WT03,1910,2018,,
USC00093754,31.9881,-81.9522,SNOW,1910,2018,,
USC00095979,32.3175,-84.065,WT01,1910,2018,,
USC00111265,37.7308,-89.1658,WT05,1910,2018,,
USC00116769,40.0064,-88.1533,WT11,1910,2018,,
USC00168923,32.3994,-91.1842,SNWD,1910,2018,,
USC00206658,42.6389,-83.2556,WT01,1910,2018,,
USC00225987,31.5519,-90.1058,SNOW,1910,2018,,
USC00351765,45.2408,-120.1789,SNOW,1910,2018,,
USC00351765,45.2408,-120.1789,SNWD,1910,2018,,
USC00392927,45.0364,-99.1342,WT06,1910,2018,,
USC00203823,41.9353,-84.6411,PRCP,1891,2020,,
USC00415821,34.7261,-100.5372,WT04,1910,2018,,
USC00417079,34.1892,-101.7022,WT05,1910,2018,,
USC00467029,37.5742,-81.5356,SNWD,1910,2018,,
USW00025325,55.3567,-131.7117,SNOW,1910,2018,,
USC00085275,30.4653,-83.4022,SNOW,1910,2017,,
USC00098974,30.8056,-83.2736,SNOW,1910,2017,,
USC00226718,30.3961,-88.4781,WT01,1910,2017,,
USC00258935,42.1506,-96.4756,SNWD,1910,2017,,
USC00203858,42.7989,-86.205,PRCP,1905,2020,,
USC00259150,40.3925,-97.2397,SNOW,1910,2017,,
USC00259150,40.3925,-97.2397,SNWD,1910,2017,,
USC00321871,48.9144,-103.2978,WT05,1910,2017,,
USC00369464,39.9708,-75.635,WT03,1910,2017,,
USC00203932,44.3119,-84.8922,PRCP,1913,2020,,
USC00410313,33.5989,-98.6544,SNOW,1910,2017,,
USC00410313,33.5989,-98.6544,SNWD,1910,2017,,
USC00410313,33.5989,-98.6544,WT03,1910,2017,,
USC00410313,33.5989,-98.6544,WT05,1910,2017,,
USC00410313,33.5989,-98.6544,WT11,1910,2017,,
USC00415659,28.6836,-95.9733,SNOW,1910,2017,,
USC00114442,39.7347,-90.1978,DAPR,1910,2016,,
USC00114442,39.7347,-90.1978,MDPR,1910,2016,,
USC00115326,42.2636,-88.6078,DAPR,1910,2016,,
USC00115326,42.2636,-88.6078,MDPR,1910,2016,,
USC00241552,47.2192,-111.7106,WT01,1910,2016,,
USC00243581,47.1064,-104.7183,WT05,1910,2016,,
USC00246918,45.1769,-109.2572,DAPR,1910,2016,,
USC00246918,45.1769,-109.2572,MDPR,1910,2016,,
USC00415659,28.6836,-95.9733,SNWD,1910,2016,,
USC00190860,42.0475,-71.0081,WT05,1910,2015,,
USC00203947,42.5939,-83.9325,PRCP,1891,2014,,
USC00223645,33.7608,-89.8136,SNWD,1910,2015,,
USC00112931,38.3806,-88.3264,DAPR,1910,2014,,
USC00112931,38.3806,-88.3264,MDPR,1910,2014,,
USC00221606,34.0039,-90.0681,SNOW,1910,2014,,
USC00221606,34.0039,-90.0681,SNWD,1910,2014,,
USC00245020,47.9578,-115.2144,TOBS,1910,2014,,
USC00203969,41.8483,-84.2939,PRCP,1973,2011,,
USC00413890,32.8694,-100.1211,SNOW,1910,2014,,
USC00413890,32.8694,-100.1211,SNWD,1910,2014,,
USC00204078,42.9531,-85.0778,PRCP,1896,2013,,
USC00414903,29.9175,-96.8769,SNOW,1910,2014,,
USC00414903,29.9175,-96.8769,SNWD,1910,2014,,
USC00204090,45.7858,-88.0842,PRCP,1899,2020,,
USC00426534,37.2722,-112.6389,SNOW,1910,2014,,
USC00505644,64.9989,-150.638,TOBS,1910,2014,,
USC00245596,46.6008,-107.8706,SNWD,1910,2013,,
USC00204104,46.4656,-90.1892,PRCP,1901,2020,,
USC00292854,33.9403,-103.6572,SNOW,1910,2013,,
USC00292854,33.9403,-103.6572,SNWD,1910,2013,,
USC00343821,35.8161,-97.395,WT01,1910,2013,,
USC00414903,29.9175,-96.8769,WT03,1910,2013,,
USW00023051,36.4486,-103.1539,WT16,1910,2013,,
USW00023065,39.3669,-101.7,WT18,1910,2013,,
USW00025325,55.3567,-131.7117,WT16,1910,2013,,
USC00021231,31.5589,-110.5294,TMIN,1910,2012,,
USC00204257,44.7281,-85.1728,PRCP,1938,2020,,
USC00204320,43.1994,-85.7717,PRCP,1919,2020,,
USC00120182,40.105,-85.6717,SNOW,1910,2012,,
USC00243581,47.1064,-104.7183,DAPR,1910,2012,,
USC00243581,47.1064,-104.7183,MDPR,1910,2012,,
USC00204502,44.3089,-85.205,PRCP,1892,2020,,
USC00204655,43.0608,-83.3075,PRCP,1948,2020,,
USC00204944,42.9292,-85.3403,PRCP,1915,2020,,
USC00346670,35.6239,-96.025,SNOW,1910,2012,,
USC00346670,35.6239,-96.025,SNWD,1910,2012,,
USC00410569,28.9797,-95.975,WT03,1910,2012,,
USC00414903,29.9175,-96.8769,WT05,1910,2012,,
USC00415757,31.435,-97.4011,WT03,1910,2012,,
USC00452007,47.6575,-118.1614,WT01,1910,2012,,
USC00021231,31.5589,-110.5294,SNOW,1910,2011,,
USC00021231,31.5589,-110.5294,SNWD,1910,2011,,
USC00021231,31.5589,-110.5294,WT03,1910,2011,,
USC00260438,40.7808,-115.1853,SNWD,1910,2011,,
USC00263205,39.0753,-119.9411,TOBS,1910,2011,,
USC00291939,34.4289,-103.1992,TMAX,1910,2011,,
USC00291939,34.4289,-103.1992,TMIN,1910,2011,,
USC00291939,34.4289,-103.1992,TOBS,1910,2011,,
USC00204954,43.9067,-86.3942,PRCP,1896,2012,,
USC00291939,34.4289,-103.1992,SNOW,1910,2011,,
USC00291939,34.4289,-103.1992,SNWD,1910,2011,,
USC00293294,34.4667,-104.2319,TOBS,1910,2011,,
USC00319423,34.6606,-78.0453,SNWD,1910,2011,,
USC00346670,35.6239,-96.025,TMAX,1910,2011,,
USC00346670,35.6239,-96.025,TMIN,1910,2011,,
USC00346670,35.6239,-96.025,TOBS,1910,2011,,
USC00410271,33.4414,-98.3689,SNWD,1910,2011,,
USC00417458,26.4644,-97.7847,WT01,1910,2011,,
USC00480140,43.7728,-111.0339,WT01,1910,2011,,
USC00018323,31.8075,-85.9722,SNOW,1910,2010,,
USC00021231,31.5589,-110.5294,WT01,1910,2010,,
USC00040931,39.3886,-120.0936,WT11,1910,2010,,
USC00041288,32.6881,-115.4644,SNOW,1910,2010,,
USC00044500,37.9567,-122.5447,SNWD,1910,2010,,
USC00044555,36.2069,-121.1378,SNOW,1910,2010,,
USC00045118,37.0564,-120.8667,SNOW,1910,2010,,
USC00045795,36.5903,-121.9056,SNOW,1910,2010,,
USC00046960,38.6956,-120.8244,SNOW,1910,2010,,
USC00090010,31.9381,-83.3078,SNOW,1910,2010,,
USC00104831,47.5339,-116.1222,DAPR,1910,2010,,
USC00104831,47.5339,-116.1222,MDPR,1910,2010,,
USC00295965,34.5208,-106.2606,WT05,1910,2010,,
USC00308944,44.1481,-74.9003,TMAX,1910,2010,,
USC00308944,44.1481,-74.9003,TMIN,1910,2010,,
USC00308944,44.1481,-74.9003,TOBS,1910,2010,,
USC00204967,44.42,-84.0233,PRCP,1951,2020,,
USC00308944,44.1481,-74.9003,SNOW,1910,2010,,
USC00308944,44.1481,-74.9003,SNWD,1910,2010,,
USC00312827,36.1686,-77.675,SNOW,1910,2010,,
USC00410271,33.4414,-98.3689,SNOW,1910,2010,,
USC00414570,33.2542,-100.5731,MDPR,1910,2010,,
USC00415757,31.435,-97.4011,SNWD,1910,2010,,
USC00417458,26.4644,-97.7847,SNOW,1910,2010,,
USC00417458,26.4644,-97.7847,SNWD,1910,2010,,
USC00417458,26.4644,-97.7847,WT03,1910,2010,,
USC00519231,21.4331,-158.1828,SNOW,1910,2010,,
USC00027281,33.6731,-111.1508,TOBS,1911,2020,,
USC00028162,34.1311,-109.275,TMAX,1911,2020,,
USC00028162,34.1311,-109.275,TMIN,1911,2020,,
USC00205065,44.2114,-86.2939,PRCP,1888,2020,,
USC00028162,34.1311,-109.275,SNOW,1911,2020,,
USC00028162,34.1311,-109.275,SNWD,1911,2020,,
USC00032540,33.8228,-92.3989,TMAX,1911,2020,,
USC00032540,33.8228,-92.3989,TMIN,1911,2020,,
USC00032540,33.8228,-92.3989,TOBS,1911,2020,,
USC00205073,45.9511,-86.2514,PRCP,1896,2020,,
USC00032540,33.8228,-92.3989,SNOW,1911,2020,,
USC00042500,39.5633,-120.8239,TMAX,1911,2020,,
USC00042500,39.5633,-120.8239,TMIN,1911,2020,,
USC00043157,41.8714,-120.1575,SNWD,1911,2020,,
USC00049490,40.7367,-122.9403,SNWD,1911,2020,,
USC00049781,38.6828,-121.7939,TMAX,1911,2020,,
USC00051886,37.3444,-108.595,TMAX,1911,2020,,
USC00051886,37.3444,-108.595,TMIN,1911,2020,,
USC00051886,37.3444,-108.595,TOBS,1911,2020,,
USC00205097,44.855,-85.8353,PRCP,1959,2020,,
USC00051886,37.3444,-108.595,SNOW,1911,2020,,
USC00051886,37.3444,-108.595,SNWD,1911,2020,,
USC00056266,39.1136,-108.3506,TMAX,1911,2020,,
USC00056266,39.1136,-108.3506,TMIN,1911,2020,,
USC00056266,39.1136,-108.3506,TOBS,1911,2020,,
USC00205168,43.3308,-83.0664,PRCP,1970,2014,,
USC00056266,39.1136,-108.3506,SNOW,1911,2020,,
USC00056266,39.1136,-108.3506,SNWD,1911,2020,,
USC00095314,33.0125,-82.3914,SNWD,1911,2020,,
USC00098703,31.4461,-83.4767,TMAX,1911,2020,,
USC00098703,31.4461,-83.4767,TMIN,1911,2020,,
USC00205434,43.6089,-84.2011,PRCP,1970,2020,,
USC00102187,44.7442,-116.4325,TMAX,1911,2020,,
USC00102187,44.7442,-116.4325,TMIN,1911,2020,,
USC00102187,44.7442,-116.4325,TOBS,1911,2020,,
USC00205452,42.5794,-83.6844,PRCP,1928,2020,,
USC00205488,43.2836,-83.4792,PRCP,1891,2020,,
USC00115825,41.3708,-88.4336,SNOW,1911,2020,,
USC00115825,41.3708,-88.4336,SNWD,1911,2020,,
USC00128036,38.5528,-86.7944,WT01,1911,2020,,
USC00140911,39.6769,-96.6631,SNWD,1911,2020,,
USC00141522,37.8133,-100.3456,TMAX,1911,2020,,
USC00141522,37.8133,-100.3456,TMIN,1911,2020,,
USC00205567,43.4614,-86.4175,PRCP,1893,2020,,
USC00141522,37.8133,-100.3456,SNOW,1911,2020,,
USC00141522,37.8133,-100.3456,SNWD,1911,2020,,
USC00143218,38.3614,-98.8281,SNOW,1911,2020,,
USC00205603,41.7217,-84.2147,PRCP,1973,2020,,
USC00145115,38.5872,-99.5731,SNOW,1911,2020,,
USC00146549,37.6731,-98.7761,WT04,1911,2020,,
USC00195285,42.8319,-70.9153,SNWD,1911,2020,,
USC00201522,43.1936,-84.1114,SNOW,1911,2020,,
USC00205690,46.4122,-86.6625,TMAX,1911,2020,,
USC00205690,46.4122,-86.6625,TMIN,1911,2020,,
USC00205690,46.4122,-86.6625,TOBS,1911,2020,,
USC00205637,48.1069,-88.5467,PRCP,1940,2019,,
USC00205690,46.4122,-86.6625,SNOW,1911,2020,,
USC00205690,46.4122,-86.6625,SNWD,1911,2020,,
USC00207222,43.4122,-83.9561,SNOW,1911,2020,,
USC00207222,43.4122,-83.9561,SNWD,1911,2020,,
USC00211374,47.3847,-94.6147,TMAX,1911,2020,,
USC00211374,47.3847,-94.6147,TMIN,1911,2020,,
USC00211374,47.3847,-94.6147,TOBS,1911,2020,,
USC00211630,46.7053,-92.5239,TOBS,1911,2020,,
USC00211630,46.7053,-92.5239,SNOW,1911,2020,,
USC00211630,46.7053,-92.5239,SNWD,1911,2020,,
USC00213411,46.4119,-94.3608,TMAX,1911,2020,,
USC00213411,46.4119,-94.3608,TMIN,1911,2020,,
USC00205662,43.5858,-84.7694,PRCP,1895,2020,,
USC00213411,46.4119,-94.3608,SNOW,1911,2020,,
USC00213411,46.4119,-94.3608,SNWD,1911,2020,,
USC00214106,47.2256,-95.1919,TMAX,1911,2020,,
USC00214106,47.2256,-95.1919,TMIN,1911,2020,,
USC00214106,47.2256,-95.1919,TOBS,1911,2020,,
